url,score
https://www.marist.edu/management/graduate/public-admin/courses,0.9
https://www.marist.edu/management/graduate/public-admin/curriculum,0.9
https://www.marist.edu/management/graduate/public-admin/elective-courses,0.9
https://www.marist.edu/management/graduate/public-admin/ethical-leadership,0.9
https://www.marist.edu/management/graduate/public-admin/faqs,0.9
https://www.marist.edu/management/graduate/public-admin/foundation-courses,0.9
https://www.marist.edu/management/graduate/public-admin/full-time,0.9
https://www.marist.edu/management/graduate/public-admin/healthcare-admin,0.9
https://www.marist.edu/management/graduate/public-admin/industry,0.9
https://www.marist.edu/management/graduate/public-admin/info-sessions,0.9
https://www.marist.edu/management/graduate/public-admin/law-enforcement-emergency-services,0.9
https://www.marist.edu/management/graduate/public-admin/networking,0.9
https://www.marist.edu/management/graduate/public-admin/nonprofit-mgmt,0.9
https://www.marist.edu/management/graduate/public-admin/part-time,0.9
https://www.marist.edu/management/graduate/public-admin/public-mgmt,0.9
https://www.marist.edu/management/graduate/public-admin/sequences,0.9
https://www.marist.edu/management/graduate/public-admin/services-support,0.82
https://www.marist.edu/management/graduate/public-admin/students,0.9
https://www.marist.edu/management/graduate/public-admin/who-we-are,0.82
https://www.marist.edu/management/masters-accountancy,0.9
https://www.marist.edu/management/masters-accountancy/admission,0.9
https://www.marist.edu/management/masters-accountancy/career-impact,0.9
https://www.marist.edu/management/masters-accountancy/curriculum,0.9
https://www.marist.edu/management/masters-accountancy/faqs,0.9
https://www.marist.edu/management/masters-accountancy/info-sessions,0.9
https://www.marist.edu/management/masters-business-admin,0.9
https://www.marist.edu/marist-hq-med-school,0.94
https://www.marist.edu/media-center/video-archives,0.9
https://www.marist.edu/news-detail,0.92
https://www.marist.edu/professional-programs,0.95
https://www.marist.edu/professional-programs/center-lifetime-study/announcements,0.9
https://www.marist.edu/professional-programs/center-lifetime-study/course-registration,0.95
https://www.marist.edu/professional-programs/human-resource-mgmt,0.9
https://www.marist.edu/professional-programs/human-resource-mgmt/test-prep,0.93
https://www.marist.edu/professional-programs/paralegal/evening,0.93
https://www.marist.edu/professional-programs/paralegal/weekend,0.93
https://www.marist.edu/professional-programs/programs/courses,0.93
https://www.marist.edu/science/doctor-physical-therapy,0.9
https://www.marist.edu/science/doctor-physical-therapy/admission,0.9
https://www.marist.edu/science/doctor-physical-therapy/advisory-board,0.9
https://www.marist.edu/science/doctor-physical-therapy/costs,0.9
https://www.marist.edu/science/doctor-physical-therapy/facilities,0.9
https://www.marist.edu/science/doctor-physical-therapy/faculty,0.9
https://www.marist.edu/science/doctor-physical-therapy/info-sessions,0.9
https://www.marist.edu/science/doctor-physical-therapy/natl-pt-exam,0.9
https://www.marist.edu/science/doctor-physical-therapy/program-performance,0.9
https://www.marist.edu/science/doctor-physical-therapy/scholarships-financial-aid,0.9
https://www.marist.edu/science/doctor-physical-therapy/technical-stds,0.9
https://www.marist.edu/science/educational-experience,0.9
https://www.marist.edu/science/physician-asst,0.9
https://www.marist.edu/science/physician-asst/advisory-board,0.9
https://www.marist.edu/science/physician-asst/amenities-housing,0.9
https://www.marist.edu/science/physician-asst/facilities,0.9
https://www.marist.edu/science/physician-asst/faculty,0.9
https://www.marist.edu/science/physician-asst/mission,0.9
https://www.marist.edu/science/physician-asst/pance-test,0.9
https://www.marist.edu/science/physician-asst/programs/admissions,0.9
https://www.marist.edu/science/physician-asst/programs/attendance-cost,0.9
https://www.marist.edu/science/physician-asst/programs/curriculum,0.81
https://www.marist.edu/science/physician-asst/programs/faqs,0.9
https://www.marist.edu/science/physician-asst/programs/info-sessions,0.9
https://www.marist.edu/science/physician-asst/scholarships-financial-aid,0.9
https://www.marist.edu/science/physician-asst/technical-standards,0.9
https://www.marist.edu/science/programs,0.9
https://www.marist.edu/search,0.88
https://www.marist.edu/security/emergency-response,0.95
https://www.marist.edu/security/fire-response,0.93
https://www.marist.edu/snr33,0.94
https://www.marist.edu/social-behavioral-sciences/criminal-justice/curriculum,0.91
https://www.marist.edu/social-behavioral-sciences/education/path-certification,0.91
https://www.marist.edu/social-behavioral-sciences/graduate,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/edu-psych/admission,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/edu-psych/curriculum,0.82
https://www.marist.edu/social-behavioral-sciences/graduate/edu-psych/faqs,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/edu-psych/info-sessions,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/edu-psych/learning-outcomes-standards,0.82
https://www.marist.edu/social-behavioral-sciences/graduate/edu-psych/program-delivery,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/edu-psych/summer-hybrid-program,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/educational-psychology,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/educational-psychology/career-impact,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health,0.81
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health/about,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health/admission,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health/assistantship,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health/career-impact,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health/curriculum,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health/info-sessions,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/mental-health/mission-learning-outcomes,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/admission,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/advising,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/assistantships,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/career-impact,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/course-sequence,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/faqs,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/first-year-courses,0.9
https://www.marist.edu/social-behavioral-sciences/graduate/school-psych/research,0.9
https://www.marist.edu/social-behavioral-sciences/psych/focused-electives,0.91
https://www.marist.edu/social-behavioral-sciences/psych/jobs-summer-internships,0.93
https://www.marist.edu/social-behavioral-sciences/psych/participant-pool,0.91
https://www.marist.edu/social-behavioral-sciences/social-work,0.91
https://login.marist.edu/cas/login?service=https%3A%2F%2Fwww.marist.edu%3A443%2Fc%2Fportal%2Flogin%3Fredirect%3D%252Fstaging-admin%26p_l_id%3D20185,0.77
https://www.marist.edu/student-life,0.95
https://www.marist.edu/student-life/activities-organizations/rotc,0.89
https://www.marist.edu/student-life/athletics,0.83
https://www.marist.edu/student-life/athletics/student-athlete-enhancement,0.9
https://www.marist.edu/student-life/campus/dining,0.95
https://www.marist.edu/student-life/campus/housing/faqs,0.9
https://www.marist.edu/student-life/campus/housing/off-campus-housing,0.9
https://www.marist.edu/student-life/campus/housing-residential-life,0.95
https://www.marist.edu/student-life/campus/hudson-valley,0.9
https://www.marist.edu/student-life/campus-services,0.89
https://www.marist.edu/student-life/community/conduct/greek/benefits,0.94
https://www.marist.edu/student-life/emerging-leaders/executive-board,0.9
https://www.marist.edu/student-life/emerging-leaders/faqs,0.9
https://www.marist.edu/student-life/first-year-program/june-orientation/placement-exams-surveys,0.9
https://www.marist.edu/student-life/first-year-program/peer-mentor/freshman,0.9
https://www.marist.edu/student-life/first-year-program/peer-mentor/transfer,0.9
https://www.marist.edu/student-life/first-year-program/welcome-week/checklist-and-faqs,0.93
https://www.marist.edu/student-life/involvement,0.89
https://www.marist.edu/student-life/marist-community,0.89
https://www.marist.edu/student-life/services/health-services/health-insurance-plan,0.9
https://www.marist.edu/student-life/services/marist-id-money,0.9
https://www.marist.edu/student-life/services/marist-id-money/deposit,0.9
https://www.marist.edu/student-life/student-services,0.89
https://www.marist.edu/student-life/sustainability,0.89
https://www.marist.edu/student-life/sustainability/what-is-marist-doing,0.95
https://www.marist.edu/study-abroad/academic-programs,0.9
https://www.marist.edu/study-abroad/programs/faculty-led-semester-attachments,0.9
https://www.marist.edu/study-abroad/programs/france-paris-marist-paris,0.93
https://www.marist.edu/study-abroad/programs/italy-florence,0.93
https://www.marist.edu/study-abroad/programs/italy-multiple-locations,0.93
https://www.marist.edu/study-abroad/programs/italy-rome,0.93
https://www.marist.edu/study-abroad/programs/italy-tuscania,0.93
https://www.marist.edu/study-abroad/programs/marist-in-italy,0.95
https://www.marist.edu/study-abroad/request-appointment,0.95
https://www.marist.edu/touch-the-technology,0.95
https://login.marist.edu/cas/login?service=https%3A%2F%2Fwww.marist.edu%3A443%2Fc%2Fportal%2Flogin%3Fredirect%3D%252Ftraining%26p_l_id%3D20185,0.77
https://www.marist.edu/weekly-events,0.93
